id,latitude,longitude,location,vehicle_number,vehicle_type,description,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp
FKID000121,12.9123716,77.6380385,"13th Main Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL0113,MOTOR CYCLE,NULL,"[""WRONG PARKING""]",[112],2023-11-25 04:59:46+00,NULL,2023-11-25 05:01:38.920082+00,FKDEV00053,FKUSR00053,45,HSR Layout,FALSE,No Junction,NULL,NULL,NULL,NULL,NULL,NULL
FKID000122,12.9538367,77.6409344,,FKN00GL0114,MAXI-CAB,NULL,"[""NO PARKING""]",[113],2023-12-20 02:39:46+00,NULL,2023-12-22 03:07:25.202206+00,FKDEV00054,FKUSR00054,17,Halasur,FALSE,No Junction,NULL,NULL,NULL,NULL,NULL,NULL
FKID000123,12.9651077,77.5382332,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL0115,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2024-03-14 23:30:46+00,NULL,2024-03-14 23:31:23.648973+00,FKDEV00055,FKUSR00055,30,Vijayanagara,TRUE,"BTP016 - 5th Main Road, RPC Layout",NULL,2024-04-01 18:12:33.131887+00,FKN00GL0115,SCOOTER,approved,2024-04-14 01:52:21.591+00
FKID000124,12.9161947,77.6385188,"Outer Ring Road, Sector 5, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL0116,SCOOTER,NULL,"[""NO PARKING""]",[113],2023-11-22 00:44:46+00,NULL,2023-11-24 23:21:23.533521+00,FKDEV00056,FKUSR00056,45,HSR Layout,TRUE,No Junction,NULL,NULL,FKN00GL0116,MOTOR CYCLE,approved,2023-11-30 04:28:13.742+00
FKID000125,12.9954998,77.6140458,"Cleveland Road, Silver Enclave, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL0117,SCOOTER,NULL,"[""NO PARKING""]",[113],2023-11-28 07:53:46+00,NULL,2023-11-28 07:58:37.358752+00,FKDEV00005,FKUSR00005,14,Pulikeshinagar(F.Town),TRUE,No Junction,NULL,NULL,FKN00GL0117,SCOOTER,approved,2023-11-30 04:29:14.668+00
FKID000126,12.9646371,77.5748174,"BGS Flyover, Kalasipalyam, K.R Market, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560002, India",FKN00GL0118,GOODS AUTO,NULL,"[""NO PARKING""]",[113],2023-11-21 20:28:46+00,NULL,2023-11-21 20:53:02.908914+00,FKDEV00057,FKUSR00057,28,City Market,FALSE,"BTP083 - AS Char Street, Mysore Road",NULL,NULL,NULL,NULL,NULL,NULL
FKID000127,12.9954978,77.6137921,"1st Cross Road, Silver Enclave, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL0119,SCOOTER,NULL,"[""NO PARKING""]",[113],2023-11-28 06:55:46+00,NULL,2023-11-28 07:05:14.967368+00,FKDEV00005,FKUSR00005,14,Pulikeshinagar(F.Town),TRUE,No Junction,NULL,NULL,FKN00GL0119,SCOOTER,approved,2023-11-30 04:32:05.36+00
FKID000128,13.0108454,77.5544053,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL0120,JEEP,NULL,"[""NO PARKING""]",[113],2023-11-28 07:04:46+00,NULL,2023-11-28 07:06:26.288352+00,FKDEV00058,FKUSR00058,19,Malleshwaram,TRUE,No Junction,NULL,NULL,FKN00GL0120,JEEP,approved,2023-11-30 04:32:10.857+00
FKID000129,13.00892,77.7587817,"Whitefield Main Road, Pioneer Moonstone, Seegehalli, Bengaluru, Karnataka. Pin-560067 (India)",FKN00GL0121,MOTOR CYCLE,NULL,"[""NO PARKING""]",[113],2023-11-29 01:49:46+00,NULL,2023-11-29 06:54:23.961943+00,FKDEV00059,FKUSR00059,84,Mahadevapura,TRUE,No Junction,NULL,NULL,FKN00GL0121,MOTOR CYCLE,approved,2023-11-30 05:45:28.773+00
FKID000130,13.00889,77.75876,"Whitefield Main Road, Pioneer Moonstone, Seegehalli, Bengaluru, Karnataka. Pin-560067 (India)",FKN00GL0122,MOTOR CYCLE,NULL,"[""NO PARKING""]",[113],2023-11-29 01:49:46+00,NULL,2023-11-29 06:54:24.436813+00,FKDEV00059,FKUSR00059,84,Mahadevapura,TRUE,No Junction,NULL,NULL,FKN00GL0122,MOTOR CYCLE,approved,2023-11-30 05:45:33.895+00
FKID000131,13.0072643,77.5711894,"Sri Venkataranga Ayangar Road, Ranganathapura, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0123,CAR,NULL,"[""NO PARKING""]",[113],2023-11-20 02:06:46+00,NULL,2023-11-20 02:53:26.042043+00,FKDEV00060,FKUSR00060,19,Malleshwaram,TRUE,No Junction,NULL,NULL,FKN00GL0123,CAR,rejected,2023-11-20 20:37:38.959+00
FKID000132,12.9139727,77.6104281,"7th Cross Road, Ram Sridhar Apartment, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",FKN00GL0124,VAN,NULL,"[""NO PARKING""]",[113],2023-11-29 01:35:46+00,NULL,2023-11-29 06:28:17.744177+00,FKDEV00061,FKUSR00061,31,Mico Layout,TRUE,"BTP163 - 16th Main Road, BTM Layout",NULL,NULL,FKN00GL0124,VAN,approved,2023-11-30 05:46:40.467+00
FKID000133,12.9762846,77.5757044,"Vajreshwari Road, Jakkarayana Kere, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0125,PASSENGER AUTO,NULL,"[""WRONG PARKING""]",[112],2023-11-29 01:32:46+00,NULL,2023-11-29 06:03:12.707941+00,FKDEV00062,FKUSR00062,3,Upparpet,TRUE,BTP040 - Elite Junction,NULL,NULL,FKN00GL0125,PASSENGER AUTO,approved,2023-11-30 05:47:40.69+00
FKID000134,12.9858655,77.6051618,"Broadway Road, Chandni Chowk, Bengaluru, Karnataka. Pin-560051 (India)",FKN00GL0126,CAR,NULL,"[""WRONG PARKING""]",[112],2023-11-29 01:57:46+00,NULL,2023-11-29 06:00:54.221919+00,FKDEV00063,FKUSR00063,16,Shivajinagar,TRUE,No Junction,NULL,NULL,FKN00GL0126,CAR,approved,2023-11-30 05:48:03.129+00
FKID000135,12.9285642,77.5848229,"30th Cross Road, BMTC Transport Complex, Block 4, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL0127,CAR,NULL,"[""NO PARKING""]",[113],2024-03-14 23:21:46+00,NULL,2024-03-14 23:26:31.575459+00,FKDEV00064,FKUSR00064,25,Jayanagara,TRUE,BTP220 - Puttanna Junction,NULL,2024-04-01 18:06:26.890834+00,FKN00GL0127,CAR,approved,2024-04-14 02:45:14.301+00
FKID000136,12.9144348,77.6516659,"27th Main Road, CPWD Quarters, Sector 1, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL0128,CAR,NULL,"[""WRONG PARKING""]",[112],2023-11-29 01:56:46+00,NULL,2023-11-29 05:56:00.226733+00,FKDEV00019,FKUSR00019,45,HSR Layout,TRUE,No Junction,NULL,NULL,FKN00GL0128,CAR,approved,2023-11-30 05:48:23.617+00
FKID000137,12.9033026,77.625017,"Kodichikkanahalli Main Road, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL0129,MOPED,NULL,"[""WRONG PARKING""]",[112],2024-03-14 05:30:46+00,NULL,2024-03-14 23:26:38.454587+00,FKDEV00065,FKUSR00065,9,Madiwala,TRUE,No Junction,NULL,2024-04-01 18:06:26.940261+00,FKN00GL0129,MOPED,approved,2024-04-06 06:38:30.754+00
FKID000138,12.9783602,77.6412695,"Chinmaya Mission Hospital Road, BM Sri Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",FKN00GL0130,CAR,NULL,"[""NO PARKING""]",[113],2023-11-19 00:57:46+00,NULL,2023-11-19 01:03:22.235052+00,FKDEV00066,FKUSR00066,4,Jeevanbheemanagar,FALSE,No Junction,NULL,NULL,NULL,NULL,NULL,NULL
FKID000139,13.0081782,77.5711207,"Sri Venkataranga Ayangar Road, Malleshwaram 18th Cross Junction, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL0131,MOTOR CYCLE,NULL,"[""WRONG PARKING""]",[112],2023-11-25 03:47:46+00,NULL,2023-11-25 03:48:14.554662+00,FKDEV00067,FKUSR00067,19,Malleshwaram,FALSE,No Junction,NULL,NULL,NULL,NULL,NULL,NULL
FKID000140,13.1846454,77.6797763,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL0132,CAR,NULL,"[""WRONG PARKING""]",[112],2023-11-25 03:46:46+00,NULL,2023-11-25 03:48:21.489743+00,FKDEV00068,FKUSR00068,40,Chikkajala,FALSE,No Junction,NULL,NULL,NULL,NULL,NULL,NULL
FKID000141,12.9612554,77.5777045,"Kalasipalyam Main Road, Mothinagar, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0133,MOTOR CYCLE,NULL,"[""WRONG PARKING""]",[112],2023-11-29 01:28:46+00,NULL,2023-11-29 05:14:29.489595+00,FKDEV00069,FKUSR00069,28,City Market,TRUE,BTP082 - KR Market Junction,NULL,NULL,FKN00GL0133,MOTOR CYCLE,approved,2023-11-30 05:49:46.079+00
FKID000142,12.9610314,77.5777355,"Kalasipalyam Main Road, Mothinagar, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0134,PASSENGER AUTO,NULL,"[""WRONG PARKING""]",[112],2023-11-29 01:25:46+00,NULL,2023-11-29 05:14:28.122444+00,FKDEV00069,FKUSR00069,28,City Market,TRUE,BTP082 - KR Market Junction,NULL,NULL,FKN00GL0134,PASSENGER AUTO,approved,2023-11-30 05:49:38.215+00
FKID000143,12.9612634,77.5777,"Kalasipalyam Main Road, Mothinagar, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0135,CAR,NULL,"[""WRONG PARKING""]",[112],2023-11-29 01:31:46+00,NULL,2023-11-29 05:14:30.876668+00,FKDEV00069,FKUSR00069,28,City Market,TRUE,BTP082 - KR Market Junction,NULL,NULL,FKN00GL0135,CAR,approved,2023-11-30 05:49:53.684+00
FKID000144,12.906953,77.6961775,"Sarjapura Main Road, Doddakannelli Circle, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",FKN00GL0136,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-29 02:20:46+00,NULL,2023-11-29 05:09:09.575697+00,FKDEV00070,FKUSR00070,82,Bellandur,TRUE,No Junction,NULL,NULL,FKN00GL0136,SCOOTER,approved,2023-11-30 05:50:08.624+00
FKID000145,12.9073242,77.6962206,"Sarjapura Main Road, Doddakannelli Circle, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",FKN00GL0137,MOTOR CYCLE,NULL,"[""WRONG PARKING""]",[112],2023-11-29 02:20:46+00,NULL,2023-11-29 05:09:07.518415+00,FKDEV00070,FKUSR00070,82,Bellandur,TRUE,No Junction,NULL,NULL,FKN00GL0137,MOTOR CYCLE,approved,2023-11-30 05:50:35.373+00
FKID000146,12.9066807,77.6968974,"Sarjapura Main Road, Nimritha Kethana Eternal Accolade, Janatha Colony, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",FKN00GL0138,SCOOTER,NULL,"[""NO PARKING""]",[113],2023-11-29 02:19:46+00,NULL,2023-11-29 05:09:03.982378+00,FKDEV00070,FKUSR00070,82,Bellandur,TRUE,No Junction,NULL,NULL,FKN00GL0138,SCOOTER,approved,2023-11-30 05:50:49.783+00
FKID000147,12.9066807,77.6968974,"Sarjapura Main Road, Nimritha Kethana Eternal Accolade, Janatha Colony, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",FKN00GL0139,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-29 02:20:46+00,NULL,2023-11-29 05:09:04.84342+00,FKDEV00070,FKUSR00070,82,Bellandur,TRUE,No Junction,NULL,NULL,FKN00GL0139,SCOOTER,approved,2023-11-30 05:50:57.528+00
FKID000148,12.9066807,77.6968974,"Sarjapura Main Road, Nimritha Kethana Eternal Accolade, Janatha Colony, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",FKN00GL0140,PASSENGER AUTO,NULL,"[""WRONG PARKING""]",[112],2023-11-29 02:20:46+00,NULL,2023-11-29 05:09:06.63243+00,FKDEV00070,FKUSR00070,82,Bellandur,TRUE,No Junction,NULL,NULL,FKN00GL0140,PASSENGER AUTO,approved,2023-11-30 05:51:05.595+00
FKID000149,12.9066807,77.6968974,"Sarjapura Main Road, Nimritha Kethana Eternal Accolade, Janatha Colony, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",FKN00GL0141,MAXI-CAB,NULL,"[""WRONG PARKING""]",[112],2023-11-29 02:19:46+00,NULL,2023-11-29 05:09:02.759472+00,FKDEV00070,FKUSR00070,82,Bellandur,TRUE,No Junction,NULL,NULL,FKN00GL0141,MAXI-CAB,approved,2023-11-30 05:51:37.48+00
FKID000150,12.9066807,77.6968974,"Sarjapura Main Road, Nimritha Kethana Eternal Accolade, Janatha Colony, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",FKN00GL0142,PASSENGER AUTO,NULL,"[""WRONG PARKING""]",[112],2023-11-29 02:18:46+00,NULL,2023-11-29 05:09:02.075553+00,FKDEV00070,FKUSR00070,82,Bellandur,TRUE,No Junction,NULL,NULL,FKN00GL0142,PASSENGER AUTO,approved,2023-11-30 05:51:43.783+00
FKID000151,12.9686076,77.5743864,"Ravi Thivari Road, Santhusapete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL0143,PASSENGER AUTO,NULL,"[""WRONG PARKING""]",[112],2023-12-19 05:29:46+00,NULL,2023-12-19 05:32:30.111486+00,FKDEV00071,FKUSR00071,27,Chamarajpet,FALSE,"BTP083 - AS Char Street, Mysore Road",NULL,NULL,NULL,NULL,NULL,NULL
FKID000152,12.9028344,77.6274597,"Begur Main Road, Temple Tree, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL0144,SCOOTER,NULL,"[""NO PARKING""]",[113],2024-03-14 05:31:46+00,NULL,2024-03-14 23:27:34.121056+00,FKDEV00065,FKUSR00065,9,Madiwala,TRUE,No Junction,NULL,2024-04-01 18:08:27.547166+00,FKN00GL0144,SCOOTER,approved,2024-04-06 06:48:05.519+00
FKID000153,12.9687188,77.5810268,"Jama Masjid Main Road, Ballapurpete, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0145,MOTOR CYCLE,NULL,"[""WRONG PARKING""]",[112],2023-11-29 02:03:46+00,NULL,2023-11-29 04:22:26.956534+00,FKDEV00072,FKUSR00072,12,Halasuru Gate,TRUE,BTP038 - Mysore Bank Junction,NULL,NULL,FKN00GL0145,MOTOR CYCLE,approved,2023-11-30 05:54:49.004+00
FKID000154,12.9027313,77.6273884,"Begur Main Road, Temple Tree, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL0146,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2024-03-14 05:31:46+00,NULL,2024-03-14 23:28:15.328348+00,FKDEV00065,FKUSR00065,9,Madiwala,TRUE,No Junction,NULL,2024-04-01 18:09:28.530081+00,FKN00GL0146,SCOOTER,approved,2024-04-06 06:38:31.758+00
FKID000155,12.9683434,77.5748766,"AS Char Main Road, Santhusapete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL0147,GOODS AUTO,NULL,"[""NO PARKING""]",[113],2024-03-14 23:17:46+00,NULL,2024-03-14 23:28:55.251896+00,FKDEV00073,FKUSR00073,27,Chamarajpet,TRUE,"BTP083 - AS Char Street, Mysore Road",NULL,2024-04-01 18:09:28.607064+00,FKN00GL0147,GOODS AUTO,approved,2024-04-15 00:16:02.001+00
FKID000156,12.9683434,77.5748766,"AS Char Main Road, Santhusapete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL0148,GOODS AUTO,NULL,"[""NO PARKING""]",[113],2024-03-14 23:17:46+00,NULL,2024-03-14 23:28:55.854246+00,FKDEV00073,FKUSR00073,27,Chamarajpet,TRUE,"BTP083 - AS Char Street, Mysore Road",NULL,2024-04-01 18:09:28.611566+00,FKN00GL0148,GOODS AUTO,approved,2024-04-15 00:18:27.26+00
FKID000157,12.9941089,77.5948079,"M V Jayaram Road, Jayamahal, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560046, India",FKN00GL0149,CAR,NULL,"[""NO PARKING""]",[113],2023-11-19 00:58:46+00,NULL,2023-11-19 01:08:34.259807+00,FKDEV00074,FKUSR00074,11,High ground,FALSE,No Junction,NULL,NULL,NULL,NULL,NULL,NULL
FKID000158,12.9941089,77.5948079,"M V Jayaram Road, Jayamahal, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560046, India",FKN00GL0150,CAR,NULL,"[""NO PARKING""]",[113],2023-11-19 00:58:46+00,NULL,2023-11-19 01:08:36.233999+00,FKDEV00074,FKUSR00074,11,High ground,FALSE,No Junction,NULL,NULL,NULL,NULL,NULL,NULL
FKID000159,12.9683434,77.5748766,"AS Char Main Road, Santhusapete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL0151,LGV,NULL,"[""NO PARKING""]",[113],2024-03-14 23:16:46+00,NULL,2024-03-14 23:28:54.32797+00,FKDEV00073,FKUSR00073,27,Chamarajpet,TRUE,"BTP083 - AS Char Street, Mysore Road",NULL,2024-04-01 18:09:28.602503+00,FKN00GL0151,LGV,approved,2024-04-15 00:19:11.866+00
FKID000160,13.0109114,77.5066898,"Peenya 2nd Statge Bus Stop Road, M Ramaiah Layout, Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",FKN00GL0152,PASSENGER AUTO,NULL,"[""WRONG PARKING""]",[112],2023-11-17 06:01:46+00,NULL,2023-11-17 10:09:51.100375+00,FKDEV00022,FKUSR00022,20,Peenya,TRUE,No Junction,NULL,NULL,FKN00GL0152,PASSENGER AUTO,approved,2023-11-17 19:29:42.836+00
FKID000161,12.9785661,77.5784328,"5th Cross Road, Jakkarayana Kere, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0153,CAR,NULL,"[""WRONG PARKING""]",[112],2023-11-27 20:34:46+00,NULL,2023-11-27 20:45:54.945532+00,FKDEV00075,FKUSR00075,3,Upparpet,TRUE,BTP058 - Subbanna Junction,NULL,NULL,FKN00GL0153,CAR,rejected,2023-11-30 05:57:49.531+00
FKID000162,12.9785621,77.5786702,"5th Cross Road, Jakkarayana Kere, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0154,CAR,NULL,"[""NO PARKING""]",[113],2023-11-27 20:36:46+00,NULL,2023-11-27 20:46:13.646409+00,FKDEV00075,FKUSR00075,3,Upparpet,TRUE,BTP058 - Subbanna Junction,NULL,NULL,FKN00GL0154,CAR,rejected,2023-11-30 05:57:57.757+00
FKID000163,12.9628447,77.5899358,"Mission Road, M Subbaiah Circle, Sampangiram Nagar, Bengaluru, Karnataka. Pin-560027 (India)",FKN00GL0155,PASSENGER AUTO,NULL,"[""NO PARKING""]",[113],2023-11-29 01:43:46+00,NULL,2023-11-29 03:47:52.933935+00,FKDEV00076,FKUSR00076,12,Halasuru Gate,TRUE,BTP064 - Devanga Hostel Junction,NULL,NULL,FKN00GL0155,PASSENGER AUTO,approved,2023-11-30 05:58:20.201+00
FKID000164,12.9628447,77.5899358,"Mission Road, M Subbaiah Circle, Sampangiram Nagar, Bengaluru, Karnataka. Pin-560027 (India)",FKN00GL0156,CAR,NULL,"[""NO PARKING""]",[113],2023-11-29 01:43:46+00,NULL,2023-11-29 03:47:26.135621+00,FKDEV00076,FKUSR00076,12,Halasuru Gate,TRUE,BTP064 - Devanga Hostel Junction,NULL,NULL,FKN00GL0156,CAR,approved,2023-11-30 05:58:54.106+00
FKID000165,12.9685985,77.5743873,"Ravi Thivari Road, Santhusapete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL0157,LGV,NULL,"[""NO PARKING""]",[113],2024-03-14 23:18:46+00,NULL,2024-03-14 23:29:14.844065+00,FKDEV00073,FKUSR00073,27,Chamarajpet,TRUE,"BTP083 - AS Char Street, Mysore Road",NULL,2024-04-01 18:10:30.526676+00,FKN00GL0157,LGV,approved,2024-04-14 02:45:49.617+00
FKID000166,12.9685985,77.5743873,"Ravi Thivari Road, Santhusapete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL0158,GOODS AUTO,NULL,"[""NO PARKING""]",[113],2024-03-14 23:18:46+00,NULL,2024-03-14 23:29:13.427739+00,FKDEV00073,FKUSR00073,27,Chamarajpet,TRUE,"BTP083 - AS Char Street, Mysore Road",NULL,2024-04-01 18:10:30.516814+00,FKN00GL0158,GOODS AUTO,approved,2024-04-14 02:51:39.645+00
FKID000167,12.9685985,77.5743873,"Ravi Thivari Road, Santhusapete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL0159,SCOOTER,NULL,"[""NO PARKING""]",[113],2024-03-14 23:18:46+00,NULL,2024-03-14 23:29:05.069849+00,FKDEV00073,FKUSR00073,27,Chamarajpet,TRUE,"BTP083 - AS Char Street, Mysore Road",NULL,2024-04-01 18:10:30.50774+00,FKN00GL0159,SCOOTER,approved,2024-04-14 02:46:28.343+00
FKID000168,12.9396691,77.6958935,"Kadubeesanahalli Underpass, Indiqube Alpha, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0160,CAR,NULL,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2023-11-22 01:12:46+00,NULL,2023-11-27 21:48:35.850599+00,FKDEV00026,FKUSR00026,13,HAL Old Airport,TRUE,No Junction,NULL,NULL,FKN00GL0160,MAXI-CAB,approved,2023-11-30 04:59:50.388+00
FKID000169,12.9396691,77.6958935,"Kadubeesanahalli Underpass, Indiqube Alpha, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0161,CAR,NULL,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2023-11-22 01:12:46+00,NULL,2023-11-27 21:48:36.814718+00,FKDEV00026,FKUSR00026,13,HAL Old Airport,TRUE,No Junction,NULL,NULL,FKN00GL0161,MAXI-CAB,approved,2023-11-30 05:00:04.259+00
FKID000170,12.9412151,77.6964791,"8th Cross Road, Aishwarya Opulence, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL0162,CAR,NULL,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2023-11-22 01:12:46+00,NULL,2023-11-27 21:48:33.943535+00,FKDEV00026,FKUSR00026,13,HAL Old Airport,TRUE,No Junction,NULL,NULL,FKN00GL0162,MAXI-CAB,approved,2023-11-30 05:00:19.199+00
FKID000171,12.965035,77.538495,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL0163,MOTOR CYCLE,NULL,"[""WRONG PARKING""]",[112],2024-03-14 22:43:46+00,NULL,2024-03-14 23:30:33.101695+00,FKDEV00055,FKUSR00055,30,Vijayanagara,TRUE,"BTP016 - 5th Main Road, RPC Layout",NULL,2024-04-01 18:11:32.519793+00,FKN00GL0163,MOTOR CYCLE,approved,2024-04-15 23:09:51.863+00
FKID000172,12.9936517,77.5526256,"17th Main Road, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL0164,LGV,NULL,"[""WRONG PARKING""]",[112],2023-11-27 21:38:46+00,NULL,2023-11-27 21:47:22.451474+00,FKDEV00077,FKUSR00077,6,Rajajinagar,TRUE,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",NULL,NULL,FKN00GL0164,LGV,approved,2023-11-30 05:01:51.291+00
FKID000173,12.965035,77.538495,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL0165,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2024-03-14 23:29:46+00,NULL,2024-03-14 23:30:33.666834+00,FKDEV00055,FKUSR00055,30,Vijayanagara,TRUE,"BTP016 - 5th Main Road, RPC Layout",NULL,2024-04-01 18:12:33.063263+00,FKN00GL0165,SCOOTER,approved,2024-04-14 01:52:10.252+00
FKID000174,12.9915492,77.5885654,"Palace Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0166,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2023-11-27 21:35:46+00,NULL,2023-11-27 21:46:31.016738+00,FKDEV00040,FKUSR00040,11,High ground,TRUE,BTP032 - Windsor Circle,NULL,NULL,FKN00GL0166,SCOOTER,approved,2023-11-30 05:04:05.127+00
FKID000175,12.9568794,77.7037169,"HAL Airport Road, SJR Spencer, Ashwath Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL0167,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2024-03-14 22:17:46+00,NULL,2024-03-14 23:23:51.490033+00,FKDEV00078,FKUSR00078,13,HAL Old Airport,TRUE,No Junction,NULL,2024-04-01 18:00:15.732503+00,FKN00GL0167,SCOOTER,approved,2024-04-15 20:41:10.288+00
FKID000176,12.9568781,77.7037067,"HAL Airport Road, SJR Spencer, Ashwath Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL0168,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2024-03-14 22:17:46+00,NULL,2024-03-14 23:23:49.975295+00,FKDEV00078,FKUSR00078,13,HAL Old Airport,TRUE,No Junction,NULL,2024-04-01 18:00:15.723781+00,FKN00GL0168,SCOOTER,approved,2024-04-15 20:36:22.342+00
FKID000177,12.9568784,77.7037083,"HAL Airport Road, SJR Spencer, Ashwath Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL0169,MOTOR CYCLE,NULL,"[""WRONG PARKING""]",[112],2024-03-14 22:17:46+00,NULL,2024-03-14 23:23:48.830647+00,FKDEV00078,FKUSR00078,13,HAL Old Airport,TRUE,No Junction,NULL,2024-04-01 18:00:15.710192+00,FKN00GL0169,MOTOR CYCLE,approved,2024-04-15 20:36:43.925+00
FKID000178,12.9568623,77.7037444,"HAL Airport Road, SJR Spencer, Ashwath Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL0170,SCOOTER,NULL,"[""WRONG PARKING""]",[112],2024-03-14 22:17:46+00,NULL,2024-03-14 23:23:53.196145+00,FKDEV00078,FKUSR00078,13,HAL Old Airport,TRUE,No Junction,NULL,2024-04-01 18:00:15.736845+00,FKN00GL0170,SCOOTER,approved,2024-04-15 20:37:18.43+00
